source_id,source_text,target_id,target_label,target_type,s_sem,s_gr,s_con,s_final,forced_top1,task,config
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,11-3071.00,"Transportation, Storage, and Distribution Managers",ONET,0.045295,0.0,1.0,0.236236,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1212.00,Information Security Analysts,ONET,0.03689,0.0,1.0,0.229512,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1221.00,Computer and Information Research Scientists,ONET,0.034231,0.0,1.0,0.227385,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1299.02,Geographic Information Systems Technologists and Technicians,ONET,0.033429,0.0,1.0,0.226743,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2021.00,Mathematicians,ONET,0.031379,0.0,1.0,0.225103,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2041.00,Statisticians,ONET,0.031379,0.0,1.0,0.225103,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2011.00,Actuaries,ONET,0.031379,0.0,1.0,0.225103,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2041.01,Biostatisticians,ONET,0.031379,0.0,1.0,0.225103,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1299.09,Data Scientists,ONET,0.030766,0.0,1.0,0.224613,False,T5,v1.1
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1243.00,Database Architects,ONET,0.030337,0.0,1.0,0.22427,False,T5,v1.1
