source_id,source_text,target_id,target_label,target_type,s_sem,s_gr,s_con,s_final,forced_top1,task,config
SI_PLO-1,Bertanggung jawab atas pekerjaan di bidang Sistem Informasi secara mandiri dan amanah.,15-1212.00,Information Security Analysts,ONET,0.036379,0.0,1.0,0.229103,True,T2a,v1.3
SI_PLO-11,Mampu mengambil keputusan secara profesional berdasarkan keilmuan sistem informasi.,15-1212.00,Information Security Analysts,ONET,0.042268,0.0,1.0,0.233814,False,T2a,v1.3
SI_PLO-13,Mampu menerapkan keterampilan kewirausahaan di bidang teknologi informasi dan komunikasi.,27-3041.00,Editors,ONET,0.028669,0.0,1.0,0.222935,True,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1212.00,Information Security Analysts,ONET,0.066964,0.0,1.0,0.253571,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1221.00,Computer and Information Research Scientists,ONET,0.062271,0.0,1.0,0.249817,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1299.02,Geographic Information Systems Technologists and Technicians,ONET,0.060808,0.0,1.0,0.248646,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,11-3131.00,Training and Development Managers,ONET,0.06043,0.0,1.0,0.248344,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1253.00,Software Quality Assurance Analysts and Testers,ONET,0.058802,0.0,1.0,0.247042,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,13-1151.00,Training and Development Specialists,ONET,0.057608,0.0,1.0,0.246086,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-2041.00,Statisticians,ONET,0.055361,0.0,1.0,0.244289,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-2021.00,Mathematicians,ONET,0.055361,0.0,1.0,0.244289,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-2011.00,Actuaries,ONET,0.055361,0.0,1.0,0.244289,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-2041.01,Biostatisticians,ONET,0.055361,0.0,1.0,0.244289,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1299.09,Data Scientists,ONET,0.053841,0.0,1.0,0.243073,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-2099.01,Bioinformatics Technicians,ONET,0.052707,0.0,1.0,0.242166,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1243.00,Database Architects,ONET,0.052644,0.0,1.0,0.242115,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1242.00,Database Administrators,ONET,0.052412,0.0,1.0,0.24193,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-1299.01,Blockchain Engineers,ONET,0.052331,0.0,1.0,0.241865,False,T2a,v1.3
SI_PLO-4,Menguasai konsep teoritis di bidang sistem informasi dan pengembangan perangkat lunak.,15-2031.00,Operations Research Analysts,ONET,0.052208,0.0,1.0,0.241766,False,T2a,v1.3
