source_id,source_text,target_id,target_label,target_type,s_sem,s_gr,s_con,s_final,forced_top1,task,config
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/86ff9a65-66eb-4c8f-93d8-22e0a467fc08,power electronics,ESCO,0.18712,0.0,0.5,0.18712,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,describe electric drive system,ESCO,0.172806,0.0,0.0,0.172806,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/d12e9d68-84c5-444e-aa98-d36533bf03f6,apply operations for an ITIL-based environment,ESCO,0.166065,0.0,0.0,0.166065,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/fb82ae25-b59f-43fd-aacf-a8308afbe85e,health informatics,ESCO,0.145686,0.0,0.0,0.145686,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/553ad092-b799-44c9-a94c-65a84fdc7526,identify processes for re-engineering,ESCO,0.143343,0.0,0.0,0.143343,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/d503a629-9ac7-475f-8fd9-4cdcc14711cd,use ICT equipment in maintenance activities,ESCO,0.134984,0.0,0.0,0.134984,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/dd6e5939-d19b-4e2f-a025-2014f0a2ec88,power engineering,ESCO,0.115475,0.0,0.0,0.115475,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/fc22f985-cdc2-47da-8df7-949db1f5c06f,direct distribution operations,ESCO,0.108696,0.0,0.0,0.108696,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/5a5adfe3-5afe-4a24-b9a8-cee8481995e7,manage distribution channels,ESCO,0.10571,0.0,0.0,0.10571,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/d3e36164-79aa-4f14-9a8c-d88d38f84ea0,interpret automatic call distribution data,ESCO,0.104346,0.0,0.0,0.104346,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/978657cb-f84f-4ddd-a1c0-36bf7b3b8682,select optimal distribution channel,ESCO,0.101635,0.0,0.0,0.101635,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/8dcc1c68-1ebe-412b-b437-cab3c26da509,record data from biomedical tests,ESCO,0.101197,0.0,0.0,0.101197,False,T4,v0.9
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,manage open publications,ESCO,0.100987,0.0,1.0,0.100987,False,T4,v0.9
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,http://data.europa.eu/esco/skill/86ff9a65-66eb-4c8f-93d8-22e0a467fc08,power electronics,ESCO,0.189707,0.0,0.5,0.189707,False,T4,v0.9
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,describe electric drive system,ESCO,0.175195,0.0,0.0,0.175195,False,T4,v0.9
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,http://data.europa.eu/esco/skill/d12e9d68-84c5-444e-aa98-d36533bf03f6,apply operations for an ITIL-based environment,ESCO,0.168361,0.0,0.0,0.168361,False,T4,v0.9
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,http://data.europa.eu/esco/skill/fb82ae25-b59f-43fd-aacf-a8308afbe85e,health informatics,ESCO,0.1477,0.0,0.0,0.1477,False,T4,v0.9
